,Unnamed: 0,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country,Population_Category
387,387,6600,Nadia Thiele,47.0,Germany,Munich,Investments,Finance & Investments,Germany,False,U,F,,,1976.0,1.0,7.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
388,388,6500,David Bonderman,80.0,United States,Fort Worth,Private equity,Finance & Investments,United States,True,U,M,Texas,South,1942.0,11.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
389,389,6500,Melinda French Gates,58.0,United States,Medina,Microsoft,Technology,United States,False,U,F,Washington,West,1964.0,8.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
390,390,6500,Nathan Kirsh,91.0,Eswatini (Swaziland),Ezulwini,"Retail, real estate",Fashion & Retail,Eswatini (Swaziland),True,U,M,,,1932.0,1.0,6.0,,,,,,,,,,,,
391,391,6500,Annette Lerner & family,93.0,United States,Chevy Chase,Real estate,Real Estate,United States,False,N,F,Maryland,South,1930.0,2.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
392,392,6500,David Reuben,84.0,United Kingdom,London,"Investments, real estate",Real Estate,United Kingdom,True,D,M,,,1938.0,9.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
393,393,6500,Simon Reuben,81.0,Monaco,Monaco,"Real estate, investments",Diversified,United Kingdom,True,D,M,,,1941.0,5.0,1.0,,,7184844193.0,,,,,,38964.0,43.7384176,7.4246158,<1M
394,394,6500,Radovan Vitek,51.0,Switzerland,Crans Montana,Real estate,Real Estate,Czech Republic,True,U,M,,,1971.0,4.0,22.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
395,395,6400,Carl Bennet,71.0,Sweden,Gothenberg,Investments,Finance & Investments,Sweden,True,D,M,,,1951.0,8.0,19.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
396,396,6400,Stephen Bisciotti,62.0,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,United States,True,U,M,Florida,South,1960.0,4.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
397,397,6400,Stanley Druckenmiller,69.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,New York,Northeast,1953.0,6.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
398,398,6400,Jian Jun,59.0,China,Beijing,Biomedical products,Healthcare,China,True,U,F,,,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
399,399,6400,Alexei Kuzmichev,60.0,France,Paris,"Oil, banking, telecom",Energy,Russia,True,U,M,,,1962.0,10.0,15.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
400,400,6400,Dmitry Rybolovlev & family,56.0,Monaco,Monaco,Fertilizer,Manufacturing,Russia,True,D,M,,,1966.0,11.0,22.0,,,7184844193.0,,,,,,38964.0,43.7384176,7.4246158,<1M
401,401,6400,Luis Carlos Sarmiento,90.0,Colombia,Bogota,Banking,Finance & Investments,Colombia,True,D,M,,,1933.0,1.0,27.0,140.95,3.5,323802808108.0,55.3,114.5,77.1,14.4,71.2,50339443.0,4.570868,-74.297333,50M-100M
402,402,6400,Dennis Washington,88.0,United States,Missoula,"Construction, mining",Logistics,United States,True,D,M,Montana,West,1934.0,7.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
403,403,6300,Anthony Bamford & family,77.0,United Kingdom,Gloucestershire,Construction equipment,Construction & Engineering,United Kingdom,False,U,M,,,1945.0,10.0,23.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
404,404,6300,Gao Jifan & family,58.0,China,Changzhou,Solar equipment,Energy,China,True,D,M,,,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
405,405,6300,John Grayken,66.0,United Kingdom,London,Private equity,Finance & Investments,Ireland,True,D,M,,,1956.0,6.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
406,406,6300,Alain Merieux & family,85.0,France,Lyon,Pharmaceuticals,Healthcare,France,False,D,M,,,1938.0,1.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
407,407,6300,Wang Yusuo & family,59.0,China,Langfang,Natural gas distribution,Energy,China,True,U,M,,,1964.0,3.0,11.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
408,408,6300,Stef Wertheimer & family,96.0,Israel,Tel Aviv,Metalworking tools,Manufacturing,Israel,True,U,M,,,1926.0,7.0,16.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,5M-10M
409,409,6200,Maria Asuncion Aramburuzabala & family,59.0,Mexico,Mexico City,"Beer, investments",Food & Beverage,Mexico,False,E,F,,,1963.0,5.0,2.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,100M-500M
410,410,6200,Gustaf Douglas,85.0,Sweden,Stockholm,Investments,Diversified,Sweden,True,D,M,,,1938.0,3.0,3.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
411,411,6200,Frits Goldschmeding,89.0,Netherlands,Amsterdam,Temp agency,Service,Netherlands,True,U,M,,,1933.0,8.0,2.0,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,10M-50M
412,412,6200,Lin Muqin & family,59.0,China,Shenzhen,Beverages,Food & Beverage,China,True,U,M,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
413,413,6200,Ruan Liping,59.0,China,Ningbo,Power strips,Manufacturing,Hong Kong,True,U,M,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
414,414,6200,Ruan Xueping,51.0,China,Ningbo,Power strip,Manufacturing,Hong Kong,True,U,M,,,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
415,415,6200,Michal Solowow,60.0,Poland,Kielce,Investments,Finance & Investments,Poland,True,E,M,,,1962.0,7.0,11.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136,10M-50M
416,416,6100,Mike Adenuga,69.0,Nigeria,Lagos,"Telecom, oil",Diversified,Nigeria,True,D,M,,,1953.0,4.0,29.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,100M-500M
417,417,6100,Tom Gores,58.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,True,U,M,California,West,1964.0,7.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
418,418,6100,Michael Herz,79.0,Germany,Hamburg,Coffee,Fashion & Retail,Germany,False,U,M,,,1943.0,9.0,28.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
419,419,6100,Wolfgang Herz,72.0,Germany,Hamburg,Coffee,Fashion & Retail,Germany,False,U,M,,,1951.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
420,420,6100,Michael Kadoorie,81.0,Hong Kong,Hong Kong,"Hotels, energy",Energy,Hong Kong,False,D,M,,,1941.0,7.0,19.0,,,,,,,,,,,,
421,421,6100,Sunil Mittal,65.0,,,Telecom,Telecom,India,True,Split Family Fortune,M,,,1957.0,10.0,23.0,,,,,,,,,,,,
422,422,6100,Zhou Qunfei,53.0,Hong Kong,Hong Kong,Smartphone screens,Technology,Hong Kong,True,D,F,,,,,,,,,,,,,,,,,
423,423,6000,Alexander Abramov,64.0,Russia,Moscow,"Steel, mining",Metals & Mining,Russia,True,U,M,,,1959.0,2.0,20.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
424,424,6000,Rene Benko,46.0,Austria,,"Real estate, retail",Real Estate,Austria,True,U,M,,,1977.0,3.0,20.0,118.06,1.5,446314739528.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,5M-10M
425,425,6000,Neil Bluhm,85.0,United States,Chicago,Real estate,Real Estate,United States,True,U,M,Illinois,Midwest,1938.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
426,426,6000,Alain Bouchard,74.0,Canada,Montreal,Convinience stores,Fashion & Retail,Canada,True,U,M,,,1949.0,2.0,18.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
427,427,6000,Jay Chaudhry,63.0,United States,Reno,Security software,Technology,United States,True,D,M,Nevada,West,1959.0,8.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
428,428,6000,Gopikishan Damani,65.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,M,,,1958.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
429,429,6000,Sumet Jiaravanon,88.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,,,1934.0,11.0,2.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
430,430,6000,Joe Lewis,86.0,Bahamas,Albany,Investments,Finance & Investments,United Kingdom,True,U,M,,,1937.0,2.0,5.0,,,,,,,,,,,,
431,431,6000,Frank Lowy,92.0,Israel,Tel Aviv,Investments,Finance & Investments,Australia,True,D,M,,,1930.0,10.0,22.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,5M-10M
432,432,6000,Michael Milken,76.0,United States,Los Angeles,Investments,Finance & Investments,United States,True,U,M,California,West,1946.0,7.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
433,433,6000,David Steward,71.0,United States,St. Louis,IT provider,Technology,United States,True,U,M,Missouri,Midwest,1951.0,7.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
434,434,6000,Les Wexner & family,85.0,United States,New Albany,Retail,Fashion & Retail,United States,True,U,M,Ohio,Midwest,1937.0,9.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
435,435,5900,Cai Kui,60.0,China,Chengdu,Real estate,Real Estate,China,True,D,M,,,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
436,436,5900,Jaran Chiaravanont,93.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,,,1930.0,4.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
437,437,5900,Andreas Halvorsen,61.0,United States,Darien,Hedge funds,Finance & Investments,Norway,True,D,M,Connecticut,Northeast,1961.0,4.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
438,438,5900,Antony Ressler,62.0,United States,Los Angeles,Finance,Finance & Investments,United States,True,U,M,California,West,1960.0,10.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
439,439,5900,Tsai Eng-meng,66.0,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,False,D,M,,,1957.0,1.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
440,440,5800,Josh Harris,58.0,United States,Miami,Private equity,Finance & Investments,United States,True,E,M,Florida,South,1964.0,12.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
441,441,5800,Niels Peter Louis-Hansen,75.0,Denmark,Humlebaek,Medical devices,Healthcare,Denmark,False,D,M,,,1947.0,10.0,25.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,5M-10M
442,442,5800,Patrick Soon-Shiong,70.0,United States,Los Angeles,Pharmaceuticals,Healthcare,United States,True,D,M,California,West,1952.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
443,443,5700,Rinat Akhmetov,56.0,Ukraine,Donetsk,"Steel, coal",Metals & Mining,Ukraine,True,U,M,,,1966.0,9.0,21.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,10M-50M
444,444,5700,John Brown,88.0,United States,Atlanta,Medical equipment,Healthcare,United States,True,U,M,Georgia,South,1934.0,9.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
445,445,5700,Clive Calder,76.0,Cayman Islands,Grand Cayman,Record label,Media & Entertainment,United Kingdom,True,E,M,,,1946.0,12.0,13.0,,,,,,,,,,,,
446,446,5700,Arthur Irving,93.0,Canada,Saint John,Oil,Energy,Canada,False,U,M,,,1930.0,1.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
447,447,5700,Fredrik Lundberg,71.0,Sweden,Stockholm,"Real estate, investments",Real Estate,Sweden,False,D,M,,,1951.0,8.0,5.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
448,448,5700,Thomas Schmidheiny,77.0,Switzerland,Jona,Cement,Construction & Engineering,Switzerland,False,U,M,,,1945.0,12.0,17.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
449,449,5700,Helmut Sohmen,83.0,Hong Kong,Hong Kong,Shipping,Logistics,Austria,False,U,M,,,1939.0,12.0,10.0,,,,,,,,,,,,
450,450,5700,Daniel Ziff,51.0,United States,New York,Investments,Finance & Investments,United States,False,U,M,New York,Northeast,1971.0,11.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
451,451,5700,Dirk Ziff,59.0,United States,North Palm Beach,Investments,Finance & Investments,United States,False,U,M,Florida,South,1964.0,4.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
452,452,5700,Robert Ziff,56.0,United States,New York,Investments,Finance & Investments,United States,False,U,M,New York,Northeast,1966.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
453,453,5600,Maria Angelicoussis,41.0,Greece,,Shipping,Logistics,Greece,False,N,F,,,1982.0,2.0,18.0,101.87,0.2,209852761469.0,136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312,10M-50M
454,454,5600,Ray Lee Hunt,79.0,United States,Dallas,"Oil, real estate",Energy,United States,False,D,M,Texas,South,1943.0,4.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
455,455,5600,Lai Meisong,52.0,China,Shanghai,Package delivery,Logistics,China,True,U,M,,,1970.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
456,456,5600,Vikram Lal & family,81.0,India,Delhi,Motorcycles,Automotive,India,False,U,M,,,1942.0,3.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
457,457,5600,Ken Langone,87.0,United States,Sands Point,Investments,Finance & Investments,United States,True,D,M,New York,Northeast,1935.0,9.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
458,458,5600,Li Ge,56.0,China,Shanghai,Pharmaceutical ingredients,Healthcare,United States,True,Split Family Fortune,M,,,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
459,459,5600,Karen Pritzker,65.0,United States,Branford,"Hotels, investments",Finance & Investments,United States,False,D,F,Connecticut,Northeast,1958.0,1.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
460,460,5600,Robert Rowling,69.0,United States,Dallas,"Hotels, investments",Service,United States,False,U,M,Texas,South,1953.0,9.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
461,461,5600,Teddy Sagi,51.0,Israel,Tel Aviv,Gambling software,Gambling & Casinos,Israel,True,E,M,,,1971.0,11.0,1.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,5M-10M
462,462,5600,Seo Jung-jin,65.0,South Korea,Seoul,Biotech,Healthcare,South Korea,True,D,M,,,1957.0,10.0,23.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,50M-100M
463,463,5600,Wu Jianshu,59.0,China,Ningbo,Auto parts,Automotive,Hong Kong,True,D,M,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
464,464,5500,Micky Arison,73.0,United States,Bal Harbour,Carnival Cruises,Service,United States,False,D,M,Florida,South,1949.0,6.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
465,465,5500,James Chambers,65.0,United States,Palisades,"Media, automotive",Media & Entertainment,United States,False,U,M,New York,Northeast,1957.0,4.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
466,466,5500,Pierre Chen,66.0,Taiwan,Taipei,Electronics,Technology,Taiwan,True,U,M,,,1956.0,9.0,28.0,,,,,,,,,,,,
467,467,5500,John Collison,32.0,United States,San Francisco,Payments software,Technology,Ireland,True,D,M,California,West,1990.0,8.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
468,468,5500,Patrick Collison,34.0,United States,San Francisco,Payment software,Technology,Ireland,True,D,M,California,West,1988.0,9.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
469,469,5500,Archie Aldis Emmerson & family,93.0,United States,Redding,"Timberland, lumber mills",Manufacturing,United States,True,U,M,California,West,1929.0,4.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
470,470,5500,Piero Ferrari,77.0,Italy,Modena,Automobiles,Automotive,Italy,False,U,M,,,1945.0,5.0,22.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,50M-100M
471,471,5500,Dan Friedkin,58.0,United States,Houston,Toyota dealerships,Automotive,United States,False,U,M,Texas,South,1965.0,2.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
472,472,5500,James Irving,95.0,Canada,Saint John,Diversified,Diversified,Canada,False,U,M,,,1928.0,3.0,20.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
473,473,5500,Jiang Weiping & family,68.0,China,Chengdu,Chemicals,Manufacturing,China,True,D,M,,,1955.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
474,474,5500,Wolfgang Marguerre & family,81.0,Germany,Heidelberg,Pharmaceuticals,Healthcare,Germany,True,U,M,,,1941.0,6.0,4.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
475,475,5500,Ludwig Merckle,58.0,Germany,Ulm,Pharmaceuticals,Finance & Investments,Germany,False,D,M,,,1965.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
476,476,5500,Mitchell Rales,66.0,United States,Potomac,"Manufacturing, investments",Manufacturing,United States,True,D,M,Maryland,South,1956.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
477,477,5500,Katharine Rayner,78.0,United States,East Hampton,"Media, automotive",Media & Entertainment,United States,False,U,F,New York,Northeast,1945.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
478,478,5500,Jean Salata,57.0,Hong Kong,Hong Kong,Finance,Finance & Investments,Chile,True,U,M,,,1965.0,12.0,1.0,,,,,,,,,,,,
479,479,5500,Paul Singer,78.0,United States,New York,Hedge funds,Finance & Investments,United States,True,U,M,New York,Northeast,1944.0,8.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
480,480,5500,Sergio Stevanato & family,80.0,Italy,Venice,Medical packaging,Healthcare,Italy,True,U,M,,,1943.0,3.0,20.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,50M-100M
481,481,5500,Margaretta Taylor,80.0,United States,Southampton,"Media, automotive",Media & Entertainment,United States,False,U,F,New York,Northeast,1942.0,4.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
482,482,5500,Richard White,68.0,Australia,Sydney,Software,Technology,Australia,True,U,M,,,1955.0,4.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
483,483,5500,Zhao Yan,56.0,China,Beijing,Biotech,Diversified,China,True,D,F,,,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
484,484,5400,Patrizio Bertelli,77.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,U,M,,,1946.0,1.0,1.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,50M-100M
485,485,5400,Mahendra Choksi & family,81.0,India,Mumbai,Paints,Manufacturing,India,False,D,M,,,1941.0,4.0,19.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
486,486,5400,Mat Ishbia,43.0,United States,Bloomfield Hills,Mortgage lender,Finance & Investments,United States,False,U,M,Michigan,Midwest,1980.0,1.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
487,487,5400,Leo Koguan,68.0,Singapore,Singapore,IT provider,Technology,United States,True,D,M,,,1955.0,2.0,15.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
